景区名称,地区,景区等级,经度,纬度,
洛阳周王城天子驾六博物馆,河南,3A,112.449742,34.680055,
洛阳博物馆,河南,3A,112.4579925,34.64963036,
中国龙隐景区,河南,3A,112.2554124,33.86300587,
洛阳国际牡丹园,河南,3A,112.425209,34.73051394,
洛阳古代艺术博物馆,河南,3A,112.420808,34.73912501,
洛阳灵山,河南,3A,112.112374,34.50965201,
中国牡丹画第一村,河南,3A,112.5813891,34.75351796,
有生工矿园,河南,3A,112.1179,34.83976099,
泉舜中央休闲购物广场,河南,3A,112.460962,34.61917699,
新安函谷关,河南,3A,112.1851008,34.72416062,
伊川鹤鸣峡,河南,3A,112.2923289,34.25932352,
嵩县石头部落,河南,3A,112.3656588,34.21837997,
嵩县白云小镇,河南,3A,111.955905,33.76446205,
东方红工业游（中国一拖）,河南,3A,113.9516439,33.81883888,
王城公园,河南,3A,112.427718,34.67349597,
栾川蟠桃山风景区,河南,3A,111.535148,33.77682805,
栾川县陶湾康养小镇运动休闲度假区,河南,3A,111.4720882,33.82642076,
庄子村田园综合体,河南,3A,114.6201629,31.89386146,
洛阳金斗山景区,河南,3A,112.1090721,34.75446672,
洛阳土古洞景区,河南,3A,112.0915919,34.70993684,
孟津会盟银滩,河南,3A,112.6833407,34.83630687,
洛阳凤凰山田园综合体,河南,3A,112.6580261,34.58066869,
洛阳梦之苑花海景区,河南,3A,112.474385,34.77750196,
孟津卫坡古村落文化旅游区,河南,3A,112.4229885,34.76368029,
孟津小浪底户外运动主题公园,河南,3A,112.309444,34.91559098,
孟津黄鹿山半岛密境度假中心,河南,3A,112.318282,34.92698695,
嵩县兰花山,河南,3A,111.865651,33.96438205,
嵩县伊河漂流景区,河南,3A,111.88724,34.024429,
嵩县两程故里,河南,3A,112.1926787,34.22500882,
六龙山景区,河南,3A,112.1622897,33.86949669,
手绘小镇,河南,3A,112.2071186,34.0195684,
河南汝阳恐龙国家地质公园,河南,3A,112.5268928,34.10396279,
倒盏村,河南,3A,112.560129,34.57753399,
舞钢市祥龙谷景区,河南,3A,113.5166031,33.19552723,
龙潭峡,河南,3A,112.3428688,33.70846403,
秘洞,河南,3A,112.5487782,33.62594147,
好运谷,河南,3A,112.345135,33.7879741,
叶县县衙博物馆,河南,3A,113.3573699,33.6266216,
广阔天地知青园,河南,3A,113.1845663,33.97299589,
宝丰县中原解放纪念馆,河南,3A,113.072814,33.8605821,
宝丰县马街书会民俗园,河南,3A,113.0601176,33.82421435,
鲁山县尧山滑雪乐园,河南,3A,112.2817723,33.78434386,
鲁山县林丰庄园,河南,3A,112.7904828,33.81870174,
怪坡风景区,河南,3A,112.9172827,34.25069624,
鲁山县阿婆寨景区,河南,3A,112.7055575,33.92386025,
湛河源莲花湿地景区,河南,3A,113.1086425,33.84218871,
宝丰酒业旅游园区,河南,3A,113.0744158,33.86669218,
宝丰县科技馆,河南,3A,113.090322,33.8595671,
中国岩盐博物馆,河南,3A,113.392337,33.61847209,
七彩沙河景区,河南,3A,113.9432617,34.76462841,
八路军豫西抗日根据地景区,河南,3A,113.257245,34.11052705,
河南九峰山景区,河南,3A,112.683411,34.00222608,
百泉景区,河南,3A,113.7904794,35.49372182,
龙泉苑,河南,3A,113.8330238,35.2130092,
河南黄河故道森林公园,河南,3A,114.1872616,35.28113371,
河南省跑马岭地质公园,河南,3A,114.015,35.65225891,
刘庄景区,河南,3A,113.682203,33.13755866,
龙卧岩景区,河南,3A,113.955028,35.69482987,
辉县市秋沟景区,河南,3A,113.6602438,35.8165613,
河南关山景区,河南,3A,113.5703738,35.56083099,
嘉联生态园乡村旅游景区,河南,3A,114.4200426,35.06788923,
大浪口古镇,河南,3A,114.9314345,35.37956854,
长垣星期8小镇,河南,3A,114.6600387,35.22379255,
中国烹饪文化博物馆,河南,3A,114.6659891,35.18587424,
河南驼人医学史博物馆,河南,3A,114.664864,35.1403519,
孟州市韩愈陵园,河南,3A,112.7236323,34.91024414,
焦作市科技馆,河南,3A,113.2737043,35.2141656,
焦作蒙牛工业园区,河南,3A,113.27856,35.18182953,
月山寺风景名胜区,河南,3A,113.0608601,35.22573622,
焦作市森林公园,河南,3A,113.1978179,35.22980769,
焦作太极体育中心,河南,3A,113.2859276,35.21253411,
太行博竹苑,河南,3A,113.0320541,35.15206764,
金岭坡太行艺术小镇,河南,3A,113.3334267,35.40198824,
三利达弓箭文化旅游区,河南,3A,113.3117166,35.28931495,
颛顼帝喾陵文物景区,河南,3A,114.7656021,35.73879457,
天平山风景区,河南,3A,113.7151243,36.0678774,
林虑山风景名胜区黄华神苑景区,河南,3A,113.7330711,36.09850342,
太行屋脊风景区,河南,3A,113.7597535,36.24295956,
林州市五龙洞国家森林公园,河南,3A,113.9509967,35.72159076,
洪谷山风景名胜区,河南,3A,113.7236198,36.00692328,
安阳市天之瑶旅游区,河南,3A,114.435591,36.00040138,
汤阴县扁鹊庙景区,河南,3A,114.4351591,35.87178037,
长春观景区,河南,3A,114.1071057,36.04545931,
滑县大王庙文化园,河南,3A,114.529321,35.59418192,
滑县道口大曲企业文化园,河南,3A,114.5474948,35.57876763,
滑县瓦岗寨景区,河南,3A,114.6268998,35.33645625,
林州市柏尖山景区,河南,3A,113.7175195,35.88794257,
林州市万宝山风景区,河南,3A,113.931045,36.2885599,
太行山森林运动公园,河南,3A,113.7593315,36.12484263,
摘星台公园,河南,3A,114.2020098,35.61281901,
淇滨金山旅游区,河南,3A,114.229194,35.8065019,
淇滨天然太极图旅游区,河南,3A,114.1683747,35.81537588,
石林会议旧址,河南,3A,114.257362,35.92402988,
毛楼生态旅游区,河南,3A,115.4344479,35.66530233,
挥公陵帝舜宫,河南,3A,115.0426048,35.69834046,
仓颉陵文化旅游景区,河南,3A,115.0615211,36.16315526,
杂技文化旅游园区,河南,3A,115.1908914,35.8024157,
东北庄杂技文化旅游景区,河南,3A,115.1908914,35.8024157,
中原荷花园景区,河南,3A,112.170956,32.96678015,
三门峡大坝风景区,河南,3A,111.3505576,34.83401096,
春秋楼景区,河南,3A,113.8347789,34.03191545,
灞陵桥景区,河南,3A,113.7923072,34.02882298,
许昌市建安区杨水才纪念馆,河南,3A,113.704493,34.09475805,
禹州森林植物园,河南,3A,113.5127201,34.1719327,
鑫亮源生态旅游度假村,河南,3A,113.8100432,34.29093386,
曹丞相府景区,河南,3A,113.8340286,34.03721416,
禹州市天宝钧瓷文化园景区,河南,3A,113.5226517,34.15213581,
鄢陵唐韵生态景区,河南,3A,114.1045972,34.13947643,
毛主席视察纪念馆,河南,3A,113.772314,34.23189905,
大唐.唐钧博物馆,河南,3A,113.774904,34.39029602,
陈星聚纪念馆,河南,3A,113.9334261,33.7699388,
漯河沙澧春天生态园,河南,3A,113.927437,33.58674508,
贾湖酒文化园,河南,3A,114.2608679,35.53859192,
贾湖考古遗址公园,河南,3A,114.059286,32.36538411,
河南漯河市沙河国家湿地公园,河南,3A,113.822519,33.60321813,
临颍县黄龙湿地公园,河南,3A,113.9733393,33.82783442,
临颍县胡桥景区,河南,3A,113.7857573,33.7861503,
石柱山森林公园,河南,3A,113.008369,32.45077009,
南阳市汉画馆,河南,3A,112.512775,32.9765561,
南阳丹江坐禅谷旅游景区,河南,3A,111.456087,32.78336712,
医圣祠,河南,3A,112.5597523,33.00440408,
西峡五道幢景区,河南,3A,111.6699654,33.52203867,
南召白河第一漂,河南,3A,112.114396,33.57380108,
南阳龙湾温泉旅游度假景区,河南,3A,112.5663497,32.96797574,
桐柏革命纪念馆,河南,3A,113.4163046,32.35807243,
桐柏红叶景区,河南,3A,113.637445,32.62332506,
南阳月季博览园旅游景区,河南,3A,112.610525,33.0709031,
西峡县鹳河军事漂流景区,河南,3A,111.48456,33.516854,
伏牛地下河,河南,3A,111.5932359,33.47943724,
西峡县云华蝙蝠洞风景区,河南,3A,111.4345687,33.30990102,
中原荷花博览园,河南,3A,112.170956,32.96678015,
中国玉雕大师创意园,河南,3A,112.1911584,33.03088185,
丹江湖八仙洞景区,河南,3A,111.5565237,32.87996855,
黄河故道国家森林公园,河南,3A,115.622375,34.56999597,
民权县王公庄文化旅游景区,河南,3A,115.298703,34.8311849,
河南省睢杞战役纪念馆,河南,3A,116.590102,34.01670372,
柘城县容湖生态旅游区,河南,3A,115.3145089,34.09219937,
承匡古城景区,河南,3A,114.934441,34.41066702,
民权县庄子文化景区,河南,3A,115.1874808,34.65255846,
太丘生态民俗文化旅游景区,河南,3A,115.298703,34.8311849,
演集乡村旅游景区,河南,3A,116.3991389,34.19436064,
夏邑县长寿苑文化景区,河南,3A,116.159701,34.22792228,
鄂豫皖革命纪念馆,河南,3A,114.0685121,32.15091452,
红二十五军长征出发地何家冲纪念园,河南,3A,114.3071,31.82253497,
邓颖超祖居纪念馆,河南,3A,114.9100109,32.01266372,
王大湾会议会址纪念馆,河南,3A,115.0166055,31.84264059,
郑维山将军故里景区,河南,3A,114.8712033,31.53986588,
香山湖风景区,河南,3A,114.92373,31.5802285,
汤泉池风景区,河南,3A,115.364544,31.69616906,
观音山风景区,河南,3A,115.4672782,31.91970331,
华阳湖风景区,河南,3A,115.7403151,31.85381886,
黄国故城,河南,3A,115.0066239,32.16696549,
潢川县黄淮大丰收乡村世界,河南,3A,114.9673576,32.13443409,
鸡公山桃花寨景区,河南,3A,113.979841,31.84026298,
桦昌生态景区,河南,3A,115.0278856,31.86843892,
信阳五曲峡森林公园,河南,3A,114.0940161,32.14645111,
固始县陈氏将军祠,河南,3A,115.8930319,32.28718011,
信阳文新茶村,河南,3A,113.930032,32.01364998,
西河古村落景区,河南,3A,113.0040669,34.39276275,
田铺大塆景区,河南,3A,114.9919381,31.54394997,
信阳书画院生态文化旅游区,河南,3A,114.0873,32.03594605,
猪山圈生态旅游景区,河南,3A,114.8026717,31.92279019,
信阳郝堂景区,河南,3A,114.2187964,32.06651081,
息州森林公园,河南,3A,114.7302788,32.36655674,
刘邓大军渡淮纪念馆,河南,3A,114.7529795,32.33151184,
丁李湾风景区,河南,3A,114.960118,31.74137497,
大别山红廉文化园,河南,3A,114.0943183,32.15219749,
大别山古树博物园,河南,3A,113.6784522,34.79416526,
绿康源风景区,河南,3A,114.908396,31.5186614,
新县耕读小镇旅游景区,河南,3A,114.922894,31.633697,
东西湖风景区,河南,3A,115.4322515,32.45191883,
确山县临时治安委员会旧址纪念馆,河南,3A,114.031656,32.80731136,
嵖岈山卫星人民公社旧址,河南,3A,113.7532256,33.21141984,
泌阳县焦竹园鄂豫边革命纪念馆,河南,3A,113.6185652,32.78447134,
泌阳县白云山生态保护度假区,河南,3A,114.0065663,32.98356799,
平舆县上河城,河南,3A,114.6235941,32.96749578,
泌阳县盘古山景区,河南,3A,113.3155987,32.61532911,
角子山乡村（马术）俱乐部,河南,3A,113.571614,33.07997713,
豫坡老基生态文化园,河南,3A,114.0322489,33.38658782,
华夏冶铁文化园,河南,3A,113.6763882,33.26006609,
水韵天街,河南,3A,114.972588,32.74621613,
蔡洪坊酒文化园,河南,3A,115.6520756,34.40952488,
确山县留庄稻田公园,河南,3A,114.1151186,32.66867902,
确山县竹沟革命烈士陵园,河南,3A,113.7390549,32.80287074,
蓝天芝麻小镇景区,河南,3A,114.671613,32.9947691,
太昊伏羲陵景区---独秀园,河南,3A,114.8942081,33.75609394,
弦歌台景区,河南,3A,114.8889613,33.73206259,
扶沟县吉鸿昌将军纪念馆,河南,3A,114.4198018,34.04745173,
 袁寨古民居（含水寨袁宅）,河南,3A,114.9726393,33.34828099,
叶氏庄园 ,河南,3A,114.481771,33.662178,
沈丘县中华槐园,河南,3A,115.1070835,33.42326879,
扶沟县樱花园,河南,3A,114.401133,34.03248604,
西华县女娲城景区,河南,3A,114.5194249,33.88169362,
黄泛区生态旅游区,河南,3A,114.4239693,33.75307571,
上清湖景区,河南,3A,115.4726572,33.87704623,
济源伊利乳业工业旅游景区,河南,3A,112.665983,35.10327396,
南山儿童公园,河南,3A,112.499228,35.05991992,
王庄村乡村旅游景区,河南,3A,113.1229207,33.96674499,
双房村乡村旅游景区,河南,3A,112.1610056,35.20000962,
郑州市登封窑陶瓷博物馆,河南,2A,113.060766,34.45191553,
河南九里山旅游区,河南,2A,113.388439,34.39097998,
河阴石榴风景区,河南,2A,113.385805,34.94359398,
欧阳修公园,河南,2A,113.7796926,34.40317125,
朱仙镇岳飞庙,河南,2A,114.2702555,34.61931164,
开封市禹王台公园,河南,2A,114.37625,34.77616098,
开封山陕甘会馆,河南,2A,114.3597002,34.80375301,
开封市延庆观繁塔,河南,2A,114.3527825,34.79844899,
刘少奇在开封陈列馆,河南,2A,114.3669036,34.80381518,
龙马负图寺景区,河南,2A,112.6295233,34.83663767,
偃师商城博物馆,河南,2A,112.7866422,34.73191345,
洛阳龙门海洋馆,河南,2A,112.4809442,34.59703438,
定鼎门遗址博物馆,河南,2A,112.4732348,34.63751152,
洛阳苏园旅游景区,河南,2A,112.2180623,34.75710066,
洛阳洋丰生态园,河南,2A,112.540412,34.82103993,
燕山湖,河南,2A,113.301383,33.38722908,
文庙,河南,2A,113.6948495,34.75440288,
小何生态园,河南,2A,113.230498,33.82655017,
弘宝汝瓷文化园,河南,2A,113.075131,34.27614606,
朱载堉纪念馆,河南,2A,112.9509469,35.09835655,
宁城公园,河南,2A,112.7983232,22.25118092,
博爱伊赛肉业,河南,2A,113.1181571,35.17330829,
博爱公园景区,河南,2A,115.1844615,34.65257204,
于庄三渡湾,河南,2A,112.9953561,35.23355266,
幸福湖公园,河南,2A,113.094484,35.16918992,
小底爱情公园,河南,2A,113.0522895,35.3025566,
博农乳业工业旅游区,河南,2A,113.0089532,35.13738204,
云台小七主题乐园,河南,2A,113.4162015,35.38794653,
云台冰菊绿色种植基地,河南,2A,113.5049344,35.1739934,
焦作市武陟县龙泉湖公园,河南,2A,113.4267927,35.09659654,
天宁寺景区,河南,2A,114.356228,36.10435088,
袁林景区,河南,2A,114.360979,36.13239982,
中国安阳蜡梅园景区,河南,2A,114.1804143,36.06244413,
安阳民俗博物馆（彰德府城隍庙）,河南,2A,114.3613066,36.10309318,
漳河湾风景区,河南,2A,110.680037,34.58825298,
滑县民俗博物院,河南,2A,114.5265055,35.58111761,
洹水古寨景区,河南,2A,113.5887296,34.62414901,
安阳市城乡规划展示馆,河南,2A,114.4073689,36.10161982,
安阳双峰山雪花洞旅游区,河南,2A,114.0694415,35.98795668,
洹河峡谷风景区,河南,2A,114.0582649,36.01079038,
庙荒民俗村,河南,2A,113.8805178,35.82807091,
荆轲冢,河南,2A,114.1994003,35.59486674,
濮阳城隍庙景区,河南,2A,115.0229201,35.7095555,
瑕丘遗址,河南,2A,115.0415666,35.63149689,
顿丘农庄,河南,2A,115.0119185,35.91396077,
灵宝市荆山黄帝铸鼎原风景名胜区,河南,2A,110.6922256,34.54858783,
八路军渑池兵站纪念馆,河南,2A,111.782079,34.76505299,
上阳苑景区,河南,2A,111.1993667,34.76300283,
清风山风景区,河南,2A,111.9358073,34.743556,
长葛市毛主席纪念馆,河南,2A,113.772314,34.23189905,
紫云山风景区,河南,2A,113.4144723,33.78562807,
首山乾明寺景区,河南,2A,113.4862068,33.83418167,
百宁岗五岳庙景区,河南,2A,113.6287275,33.72538537,
长葛市中原大铁佛寺,河南,2A,113.7803035,34.30605286,
坪山钧窑,河南,2A,113.2197957,34.13358924,
金鼎钧窑有限公司,河南,2A,113.221402,34.13468408,
禹州宣和陶瓷博物馆,河南,2A,113.4862705,34.149616,
兴国寺景区,河南,2A,113.4699413,34.74144806,
内乡县宛西自治馆,河南,2A,111.860106,33.05401485,
方城县大寺省级森林公园,河南,2A,113.128023,33.17613209,
望花湖风景区,河南,2A,113.0591614,33.20002256,
河南省淅川县法海寺风景区,河南,2A,111.0599446,33.28016268,
河南省民权县白云禅寺,河南,2A,114.975723,34.571273,
东关清真寺景区,河南,2A,114.8771004,33.93610467,
安山森林公园,河南,2A,115.917461,32.22923968,
上蔡县蔡明园公园,河南,2A,114.266144,33.26348911,
遂平县槐树乡龙天沟风景区,河南,2A,113.6733489,33.21155524,
驻马店市南海公园,河南,2A,114.0535979,32.97374519,
正阳县大春太极山庄,河南,2A,114.5732897,32.69405934,
正阳县古佛文化园,河南,2A,114.381047,32.60464012,
文庙,河南,2A,113.6948495,34.75440288,
月亮湾公园,河南,2A,114.961982,32.75566186,
泌阳和园景区,河南,2A,113.344895,32.76298409,
西平嫘祖花苑景区,河南,2A,114.055427,33.38594813,
遂平县古泉山生态农业观光园,河南,2A,113.7792873,33.16896048,
 淮阳县陈胡公陵,河南,2A,114.8978929,33.72641698,
太虚观,河南,2A,114.953928,33.72579507,
画卦台,河南,2A,114.8979725,33.74755315,
淮阳县平粮台古城遗址博物馆 ,河南,2A,114.934029,33.713429,
淮阳县陈风文化园,河南,2A,114.9137824,33.74944968,
周口华威民俗文化博物苑,河南,2A,114.670742,33.60807513,
南顿故城景区,河南,2A,114.8549948,33.44518828,
谢氏文化园 ,河南,2A,112.13218,27.452179,
川汇区生态游乐园,河南,2A,114.664103,33.66473608,
中原民俗园,河南,2A,115.386213,33.6579321,
唐河县凤山地质公园,河南,2A,112.8178078,32.69462245,
太康县万鹤赉·天宁旅游购物公园,河南,2A,114.870079,34.07208407,
武平城景区,河南,2A,115.2912708,33.93202287,
西华县杜岗会师纪念馆,河南,2A,114.5287182,33.83902841,
闫沟河景区,河南,2A,111.0001259,33.25833456,
济渎庙景区,河南,2A,112.5887359,35.1146584,
燕山趣园景区,河南,A,113.312652,33.42444311,
修武县伊赛牛肉工业旅游,河南,A,113.4606838,35.19782634,
黄鹤楼公园,湖北,5A,114.309043,30.55031694,
武汉东湖风景名胜区,湖北,5A,114.420005,30.55786881,
黄陂木兰生态文化旅游区,湖北,5A,114.291544,31.18369284,
武汉市归元寺,湖北,4A,114.2656925,30.55157923,
武昌首义文化旅游区,湖北,4A,114.3201649,30.54767382,
中科院武汉植物园,湖北,4A,114.426568,30.54830191,
武汉市博物馆,湖北,4A,114.2630806,30.61773472,
中国地质大学逸夫博物馆,湖北,4A,114.40699,30.52368522,
武汉科技馆,湖北,4A,114.306519,30.5848869,
武汉市革命博物馆,湖北,4A,114.3069167,30.55929581,
武汉市黄陂区木兰清凉寨景区,湖北,4A,114.2231292,31.30147407,
黄陂锦里土家风情谷旅游区,湖北,4A,114.506541,31.01359786,
武汉市海昌极地海洋世界,湖北,4A,114.285069,30.6700699,
武汉市华侨城欢乐谷,湖北,4A,114.3994292,30.59723001,
武汉规划馆,湖北,4A,114.3018332,30.66569311,
黄陂区大余湾旅游区,湖北,4A,114.3785435,31.03270302,
九真山,湖北,4A,113.9374733,30.4776071,
黄陂姚家山景区,湖北,4A,114.2003225,31.2575804,
蔡甸金龙水寨,湖北,4A,113.9321633,30.54370814,
武汉紫薇都市田园,湖北,4A,114.6188507,30.82079523,
木兰胜天,湖北,4A,114.438757,31.04035486,
中山舰旅游区,湖北,4A,114.1524819,30.35367648,
黄陂区木兰花乡景区,湖北,4A,114.3942678,31.24382183,
武汉晴川阁,湖北,3A,114.291314,30.56128371,
武汉中华奇石馆,湖北,3A,114.2683694,30.55109888,
汉口北国际旅游商品交易中心,湖北,3A,114.3217241,30.70540354,
武汉东湖海洋世界,湖北,3A,114.3867917,30.58024584,
木兰湖旅游度假区,湖北,3A,114.4779543,31.10256691,
石榴红村景区,湖北,3A,114.035455,30.60183692,
古琴台景区,湖北,3A,114.2702698,30.56041594,
武汉高龙城·国家非物质文化遗产传承园,湖北,3A,114.2542919,30.53612064,
青山区张公山寨景区,湖北,3A,114.511706,30.5950059,
江夏区梁湖都市农庄,湖北,3A,114.4391828,30.2996548,
小蜜蜂食品有限公司（蜜蜂探索馆）,湖北,3A,114.313626,30.37685898,
东西湖郁金香主题公园,湖北,3A,114.0920353,30.70945296,
后官湖湿地公园风景区,湖北,3A,114.0750299,30.55113885,
武钢博物馆,湖北,3A,114.41219,30.63569587,
木兰玫瑰花园,湖北,3A,114.446678,31.02821287,
武汉市九峰山革命烈士陵园,湖北,3A,114.5109686,30.51400921,
江岸区汉口历史文化风貌区,湖北,3A,114.2997104,30.59305561,
黄陂区花乡茶谷景区,湖北,3A,114.506541,31.01359786,
黄陂区木兰花海乐园景区,湖北,3A,114.373877,31.02634982,
武昌区杜莎夫人蜡像馆,湖北,3A,114.350992,30.5612642,
汉阳区黄鹤楼酒文化博览园,湖北,3A,114.2578583,30.52483477,
隆中风景名胜区古隆中景区,湖北,5A,112.0361975,31.99633832,
襄阳唐城景区,湖北,4A,112.1890575,31.99482462,
春秋寨旅游区,湖北,4A,111.8904722,31.37457061,
保康尧治河旅游区,湖北,4A,110.815695,31.84791738,
保康县五道峡风景区,湖北,4A,111.234258,31.73011193,
保康九路寨生态旅游区,湖北,4A,111.155131,31.53073895,
南漳香水河景区,湖北,4A,111.7130739,31.61688476,
湖北汉城景区,湖北,4A,112.794661,32.11999907,
襄阳市米公祠景区,湖北,3A,112.151483,32.03558915,
南漳县水镜庄风景区,湖北,3A,111.844422,31.76933194,
谷城县薤山旅游度假区,湖北,3A,111.413418,32.16944406,
谷城县南河小三峡风景区,湖北,3A,111.4854286,32.16105598,
枣阳青龙山熊河风景区,湖北,3A,112.6734417,31.90002368,
枣阳市白竹园寺,湖北,3A,113.109705,32.39416616,
枣阳市白水寺风景区,湖北,3A,112.762058,31.98050999,
谷城县五山堰河乡村旅游区,湖北,3A,111.335879,32.3035551,
襄阳市黄家湾风景园,湖北,3A,112.084265,31.97737897,
宜城市博物馆,湖北,3A,112.2672743,31.72653995,
保康县黄龙观风景区,湖北,3A,110.8912282,31.78446445,
枣阳市无量台风景区,湖北,3A,112.775195,32.02675104,
宜城市张自忠将军纪念馆,湖北,3A,112.262022,31.71359792,
枣阳市唐梓山风景区,湖北,3A,112.798022,32.33928809,
湖北汉家刘氏茶园旅游景区,湖北,3A,111.3395928,32.15367103,
楚桑丝绸文化博览园,湖北,3A,114.8026304,30.02854109,
襄阳九天玄女景区,湖北,3A,111.9127956,32.03905906,
襄阳福恩牡丹园景区,湖北,3A,112.073348,31.953849,
谷城狮子岩生态旅游区,湖北,3A,111.6279561,32.46609229,
保康县汤池峡温泉度假区,湖北,2A,111.1988559,31.84409279,
保康县紫薇林,湖北,2A,111.2752932,31.87244571,
襄阳市襄阳鹿门风景名胜区,湖北,2A,112.2836627,31.90851924,
南漳龙王峡景区,湖北,2A,111.775183,31.44499287,
谷城县承恩寺景区,湖北,2A,111.807933,31.99300703,
萧楚女纪念馆,湖北,2A,114.3140874,30.54298383,
老河口市李宗仁司令长官部旧址,湖北,2A,111.687464,32.39491388,
普罗旺斯薰衣草庄园,湖北,2A,112.194217,32.07509201,
襄王府绿影壁,湖北,1A,112.164296,32.01991499,
三峡大坝旅游区,湖北,5A,111.0405703,30.83274485,
三峡人家风景区,湖北,5A,111.162357,30.79655282,
长阳清江画廊旅游度假区,湖北,5A,111.1465135,30.47053272,
西陵峡风景名胜区,湖北,4A,111.2679656,30.77650454,
三游洞景区,湖北,4A,111.2732996,30.7713497,
车溪民俗旅游区,湖北,4A,111.083588,30.65977391,
宜昌市柴埠溪大峡谷风景区,湖北,4A,110.958019,30.22110908,
宜昌九畹溪风景区,湖北,4A,110.8396478,30.80798758,
宜昌石牌要塞旅游区,湖北,4A,111.1592647,30.78448238,
宜昌市三峡大瀑布旅游区,湖北,4A,111.3290262,30.93093464,
三峡竹海生态风景区,湖北,4A,110.9436968,30.75587971,
三峡竹海生态风景区,湖北,4A,110.943697,30.75588,
玉泉山风景名胜区,湖北,4A,111.700345,30.79260652,
远安鸣凤山景区,湖北,4A,111.6261684,31.04021346,
五峰后河天门峡景区,湖北,4A,110.632218,30.08419123,
金狮洞景区,湖北,4A,111.3372383,30.87503886,
三峡湿地.杨守敬书院,湖北,4A,111.3368052,30.38571959,
宜昌百里荒高山草原旅游区,湖北,4A,111.519181,30.95436682,
宜昌清江方山景区,湖北,4A,111.011511,30.52465893,
宜昌三峡九凤谷景区,湖北,4A,111.28317,30.32427901,
宜昌市远安县武陵峡口生态旅游区,湖北,4A,110.787527,31.11833534,
昭君村古汉文化游览区,湖北,4A,110.739721,31.2635299,
鸣翠谷景区,湖北,3A,111.2464548,30.75085178,
宜都奥陶纪石林,湖北,3A,111.200216,30.2120571,
大宋山景区,湖北,3A,111.3726613,30.4394729,
古潮音洞度假山寨,湖北,3A,111.3086055,30.29027895,
情人泉景区,湖北,3A,111.3600533,30.89493853,
秭归县链子崖景区,湖北,3A,110.8013195,30.94264561,
当阳关陵,湖北,3A,111.779484,30.84698987,
长阳天柱山景区,湖北,3A,110.987119,30.49703904,
长阳麻池古寨景区,湖北,3A,110.825038,30.38748296,
枝江步步升文化旅游区,湖北,3A,111.7590147,30.49616844,
宜都市清江天龙湾旅游度假区,湖北,3A,111.4546456,30.38575161,
夷陵区西塞国旅游区,湖北,3A,111.175321,31.27912089,
点军区青龙峡漂流旅游区,湖北,3A,111.129262,30.690417,
远安县回龙湾风景区,湖北,3A,111.563601,31.21592987,
远安县嫘祖文化园景区,湖北,3A,111.6317797,31.06570203,
远安县西河大峡谷景区,湖北,3A,111.3618374,31.20864303,
秭归县月亮湾花谷景区,湖北,3A,110.955714,30.79951284,
三峡奇谭景区,湖北,3A,111.0405703,30.83274485,
三峡水乡景区,湖北,3A,111.654294,31.09880382,
当阳市关雎河畔旅游区,湖北,3A,111.823666,30.96754488,
夷陵区三峡富裕山景区,湖北,3A,111.0405703,30.83274485,
长阳鲟龙生态园,湖北,3A,111.130165,30.48855493,
枝江博物馆,湖北,2A,111.7433275,30.43023639,
黄石市黄石国家矿山公园,湖北,4A,114.9244518,30.21366992,
大冶市雷山风景区,湖北,4A,114.8088778,30.04146955,
黄石市东方山风景区,湖北,4A,114.9484981,30.21126851,
大冶市青龙山公园,湖北,3A,114.9834314,30.09638595,
阳新湘鄂赣边区鄂东革命烈士陵园,湖北,3A,115.2206941,29.85280517,
黄石西塞山风景区,湖北,3A,115.1715315,30.21222189,
大冶市龙凤山生态园休闲度假村,湖北,3A,114.839978,29.90801,
阳新县石田古驿生态旅游区,湖北,3A,115.3347206,29.74262112,
阳新县军垦五夫园,湖北,3A,115.05255,29.75164196,
大冶楚天香谷芳香文化博览园,湖北,3A,114.740041,30.04026627,
大冶上冯九古奇村旅游景区,湖北,3A,114.984857,30.04246726,
大冶市沼山乡村公园,湖北,3A,114.724578,30.15119317,
大冶市梅红山风景区,湖北,3A,114.723818,30.01256129,
阳新县三溪口乡村园博园,湖北,3A,115.2531624,29.86586689,
劲酒工业旅游景区,湖北,3A,114.6327695,30.02069426,
鄂王城生态园,湖北,3A,114.616332,29.99645093,
半壁山古战场,湖北,3A,115.4313329,29.9046884,
莲花湖湿地公园,湖北,3A,115.233546,29.87009898,
黄石矿物晶体奇石文化博览园,湖北,3A,115.0572384,30.1174301,
铁山区熊家境旅游度假区,湖北,3A,114.9363215,30.22027227,
大冶市花海知音,湖北,3A,114.783169,30.26585207,
十堰武当山风景名胜区,湖北,5A,111.0699862,32.46710268,
房县野人洞（谷）旅游区,湖北,4A,110.743939,31.922994,
十堰市五龙河旅游景区,湖北,4A,110.557934,33.04652909,
郧西龙潭河旅游区,湖北,4A,110.199838,32.85552689,
十堰市博物馆,湖北,4A,110.8024993,32.64783151,
丹江口市太极峡景区,湖北,4A,111.3927796,32.75115525,
丹江口市净乐宫,湖北,4A,111.5518175,32.56351652,
郧西县天河旅游区,湖北,4A,110.426245,32.98201214,
郧县九龙瀑旅游区,湖北,4A,110.84906,33.12102714,
十堰市赛武当旅游区,湖北,4A,110.734727,32.44454109,
房县观音洞旅游区,湖北,4A,110.7309999,32.04013678,
十堰市人民公园,湖北,4A,110.7831909,32.65703408,
武当山南神道旅游区,湖北,4A,110.975655,32.39228008,
